Record ID,First Name,Last Name,First Closed Order ID,ID of first engagement,Email,Phone Number,Contact owner,Last Activity Date,Lead Status,Marketing contact status,Create Date,Contact unworked
1.02032E+11,,,,,denis_amstead1787356310+105@acrit.org,(+353) 5306 2222,,,,Non-marketing contact,2/25/2025 7:58,true
1.02021E+11,Ramon,Groves,,,ramon_groves365827772@sheye.org,(+353) 5437 2410,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Tyler,Hunt,,,tyler_hunt1913087557@muall.tech,(+44) 3072 3283,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Clint,Yard,,,clint_yard287681084+104@iatim.tech,,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Anthony,Sinclair,,,anthony_sinclair1094808725+102@bungar.biz,(+353) 5050 3345,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Dakota,Adams,,,dakota_adams1703696393@atink.com,(+44) 8636 6756,,,,Non-marketing contact,2/25/2025 7:58,true
1.0202E+11,,,,,eduardo_long1683975626+104@bretoux.com,(+353) 8508 4383,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Ronald,Walker,,,ronald_walker1503625769@elnee.tech,(+44) 6487 1255,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Parker,Fleming,,,parker_fleming1786545968@qater.org,(+353) 3275 7544,,,,Non-marketing contact,2/25/2025 7:58,true
1.02022E+11,Wade,Squire,,,wade_squire203830735@gmail.com,(+353) 2161 2161,,,,Non-marketing contact,2/25/2025 7:58,true
1.02021E+11,Rocco,Watson,,,rocco_watson2143781356@mafthy.com,(+44) 1023 2856,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Tom,Morris,,,tom_morris47831762@muall.tech,(+353) 6866 3173,,,,Non-marketing contact,2/25/2025 7:58,true
1.02032E+11,,,,,leroy_harris84853752+102@bulaffy.com,,,,,Non-marketing contact,2/25/2025 7:58,true
1.02024E+11,,,,,kurt_may1371640774+104@corti.com,(+44) 4125 7410,,,,Non-marketing contact,2/25/2025 7:58,true
1.01983E+11,Barry,Ryan,,,barry_ryan1600445419+103@twace.org,(+44) 7425 7585,,,,Non-marketing contact,2/25/2025 7:58,true
1.01982E+11,,,,,henry_parker936902021@fuliss.net,(+44) 2524 7223,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Bart,Lyon,,,bart_lyon420184376+103@acrit.org,(+353) 2758 0538,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Ronald,Nurton,,,ronald_nurton264023720@ubusive.com,(+353) 8485 3011,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,,,,,hank_roberts1808907109+101@twipet.com,(+44) 6552 2121,,,,Non-marketing contact,2/25/2025 7:58,true
1.02021E+11,Rosalee,Clayton,,,rosalee_clayton873197467@infotech44.tech,(+353) 2223 0282,,,,Non-marketing contact,2/25/2025 7:58,true
1.02034E+11,Johnny,Poulton,,,johnny_poulton762549273@vetan.org,(+44) 2203 8136,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Wendy,Allen,,,wendy_allen315442473@bungar.biz,(+353) 3028 1552,,,,Non-marketing contact,2/25/2025 7:58,true
1.02022E+11,,,,,denis_boyle1570473023+104@gompie.com,,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,,,,,alan_warner22954315+102@fuliss.net,,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Tyler,Scott,,,tyler_scott76446592@bretoux.com,(+353) 8826 8020,,,,Non-marketing contact,2/25/2025 7:58,true
1.02021E+11,Jack,Nobbs,,,jack_nobbs214667606+102@supunk.biz,,,,,Non-marketing contact,2/25/2025 7:58,true
1.0202E+11,Lynn,Avery,,,lynn_avery489964639@acrit.org,(+353) 7772 6143,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Brad,Casey,,,brad_casey91675552+102@extex.org,(+44) 7364 5886,,,,Non-marketing contact,2/25/2025 7:58,true
1.02014E+11,Liam,Rosenbloom,,,liam_rosenbloom813070261@acrit.org,(+44) 3387 6704,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Matthew,Fox,,,matthew_fox1836268991@sveldo.biz,(+44) 3866 5871,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,,,,,owen_wigley177952980+107@extex.org,,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Chester,Windsor,,,chester_windsor1604043110+104@extex.org,(+353) 3180 8645,,,,Non-marketing contact,2/25/2025 7:58,true
1.02031E+11,Ramon,Preston,,,ramon_preston2096761104+102@sheye.org,,,,,Non-marketing contact,2/25/2025 7:58,true
1.0202E+11,,,,,brad_nash201967772+101@ovock.tech,(+44) 7371 8278,,,,Non-marketing contact,2/25/2025 7:58,true
1.02022E+11,Tyson,Hilton,,,tyson_hilton2096701114@eirey.tech,(+353) 3874 7286,,,,Non-marketing contact,2/25/2025 7:58,true
1.0202E+11,Denis,Amstead,,,denis_amstead1787356310+104@acrit.org,(+353) 5306 2222,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,,,,,matthew_fowler696833773+102@kideod.biz,,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Julius,Corbett,,,julius_corbett117840293+104@jiman.org,(+44) 6285 0874,,,,Non-marketing contact,2/25/2025 7:58,true
1.02021E+11,Denis,Amstead,,,denis_amstead1787356310+106@acrit.org,,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Josh,Willson,,,josh_willson1049551259@muall.tech,(+44) 2044 2505,,,,Non-marketing contact,2/25/2025 7:58,true
1.02028E+11,Logan,Wooldridge,,,logan_wooldridge701652302@liret.org,(+44) 7521 8480,,,,Non-marketing contact,2/25/2025 7:58,true
1.02021E+11,Hank,Turner,,,hank_turner1075577735@ovock.tech,(+44) 7465 4730,,,,Non-marketing contact,2/25/2025 7:58,true
1.02032E+11,,,,,henry_parker936902021+103@fuliss.net,(+44) 2524 7223,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Rocco,Palmer,,,rocco_palmer160419466+106@infotech44.tech,(+44) 8134 0522,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Russel,Corbett,,,russel_corbett1803604021@sheye.org,(+353) 5224 2888,,,,Non-marketing contact,2/25/2025 7:58,true
1.02022E+11,Scarlett,Watson,,,scarlett_watson2032943373@cispeto.com,(+353) 1356 8041,,,,Non-marketing contact,2/25/2025 7:58,true
1.02021E+11,,,,,denis_amstead1787356310+101@acrit.org,,,,,Non-marketing contact,2/25/2025 7:58,true
1.0202E+11,Leroy,Dwyer,,,leroy_dwyer505528803+101@brety.org,(+353) 4788350,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Hank,Roberts,,,hank_roberts1808907109+102@twipet.com,,,,,Non-marketing contact,2/25/2025 7:58,true
1.02024E+11,Nate,Roth,,,nate_roth902590743@liret.org,(+353) 8078 3861,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Stephanie,Cooper,,,stephanie_cooper964200456@guentu.biz,(+353) 1478125,,,,Non-marketing contact,2/25/2025 7:58,true
1.02023E+11,,,,,ryan_welsch107397896@famism.biz,,,,,Non-marketing contact,2/25/2025 7:58,true
1.02022E+11,Tyson,Mullins,,,tyson_mullins1263826310@naiker.biz,(+44) 3831 6852,,,,Non-marketing contact,2/25/2025 7:58,true
1.02021E+11,,,,,rocco_martin507925367+104@eirey.tech,,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Denis,Boyle,,,denis_boyle1570473023@gompie.com,(+44) 6785 6552,,,,Non-marketing contact,2/25/2025 7:58,true
1.02021E+11,,,,,ryan_upsdell175534425+103@vetan.org,,,,,Non-marketing contact,2/25/2025 7:58,true
1.0202E+11,Tyson,Butler,,,tyson_butler284932924@iatim.tech,(+44) 7220 5641,,,,Non-marketing contact,2/25/2025 7:58,true
1.0202E+11,Lucas,Adler,,,lucas_adler519800000@womeona.net,(+44) 8241588,,,,Non-marketing contact,2/25/2025 7:58,true
1.02022E+11,Ryan,Upsdell,,,ryan_upsdell175534425+104@vetan.org,,,,,Non-marketing contact,2/25/2025 7:58,true
1.02022E+11,Denis,Boyle,,,denis_boyle1570473023+103@gompie.com,(+44) 6785 6552,,,,Non-marketing contact,2/25/2025 7:58,true
1.02024E+11,Tony,Rainford,,,tony_rainford472150202@corti.com,(+353) 1275 6457,,,,Non-marketing contact,2/25/2025 7:58,true
1.02022E+11,Tyler,Wilson,,,tyler_wilson1642905897@womeona.net,(+353) 3867 0626,,,,Non-marketing contact,2/25/2025 7:58,true
1.0202E+11,Matt,Bennett,,,matt_bennett1698337659@dionrab.com,(+353) 3416 4405,,,,Non-marketing contact,2/25/2025 7:58,true
1.02032E+11,Brad,Nash,,,brad_nash201967772+104@ovock.tech,(+44) 7371 8278,,,,Non-marketing contact,2/25/2025 7:58,true
1.02023E+11,,,,,tyson_newman1021718471+102@yahoo.com,(+353) 8350 2738,,,,Non-marketing contact,2/25/2025 7:58,true
1.02022E+11,,,,,alan_warner22954315+104@fuliss.net,,,,,Non-marketing contact,2/25/2025 7:58,true
1.01983E+11,Sara,Pratt,,,sara_pratt498576023@vetan.org,(+353) 1465 1642,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,,,,,owen_wigley177952980+103@extex.org,,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,,,,,chad_paterson2093044322+103@typill.biz,,,,,Non-marketing contact,2/25/2025 7:58,true
1.02022E+11,,,,,anthony_sinclair1094808725+101@bungar.biz,,,,,Non-marketing contact,2/25/2025 7:58,true
1.0202E+11,Penny,Gosling,,,penny_gosling1927156674@sheye.org,(+353) 6867 7704,,,,Non-marketing contact,2/25/2025 7:58,true
1.02021E+11,Tom,Mitchell,,,tom_mitchell17770474@twace.org,(+353) 4377 8332,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Nate,Khan,,,nate_khan1889009932@hourpy.biz,(+353) 7527 0187,,,,Non-marketing contact,2/25/2025 7:58,true
1.02024E+11,Logan,Lee,,,logan_lee26039806@sveldo.biz,(+353) 7740 7433,,,,Non-marketing contact,2/25/2025 7:58,true
1.02021E+11,Taylor,Booth,,,taylor_booth273331635@liret.org,(+353) 6821 8183,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,,,,,brad_turner714061428+104@bretoux.com,(+44) 1232 4125,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,,,,,bryon_james964377164+102@gompie.com,(+353) 2407 1135,,,,Non-marketing contact,2/25/2025 7:58,true
1.02032E+11,Tyler,Nayler,,,tyler_nayler708890043@corti.com,(+353) 6458363,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Sara,Potter,,,sara_potter1331218520@bretoux.com,(+44) 5712 5023,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Roger,Jones,,,roger_jones1323472465@gompie.com,,,,,Non-marketing contact,2/25/2025 7:58,true
1.0202E+11,Zara,Rodwell,,,zara_rodwell1398442854@nickia.com,(+353) 7773 6778,,,,Non-marketing contact,2/25/2025 7:58,true
1.02023E+11,Brad,Turner,,,brad_turner714061428+101@bretoux.com,(+44) 1232 4125,,,,Non-marketing contact,2/25/2025 7:58,true
1.02022E+11,Russel,Mcguire,,,russel_mcguire1227283314@typill.biz,(+44) 6885 6444,,,,Non-marketing contact,2/25/2025 7:58,true
1.02022E+11,Ryan,Carter,,,ryan_carter145044696@extex.org,(+353) 8740 7003,,,,Non-marketing contact,2/25/2025 7:58,true
1.0202E+11,Sharon,Phillips,,,sharon_phillips1945800491@liret.org,(+44) 7086 3872,,,,Non-marketing contact,2/25/2025 7:58,true
1.02022E+11,,,,,chester_windsor1604043110+101@extex.org,,,,,Non-marketing contact,2/25/2025 7:58,true
1.02022E+11,Rufus,Whitmore,,,rufus_whitmore121643348@mafthy.com,(+353) 7770 2223,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Nicholas,Lindsay,,,nicholas_lindsay904106421@atink.com,(+44) 7677 7563,,,,Non-marketing contact,2/25/2025 7:58,true
1.02022E+11,Rocco,Hudson,,,rocco_hudson1498705199@kideod.biz,(+353) 3015 5182,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Russel,Rothwell,,,russel_rothwell1738310793@supunk.biz,(+44) 4545 6237,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Lexi,King,,,lexi_king1880949770@joiniaa.com,(+353) 3558 2203,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,,,,,harvey_pearson1222727439+103@twace.org,,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Liam,Hamilton,,,liam_hamilton1154516285@muall.tech,(+44) 8078 5481,,,,Non-marketing contact,2/25/2025 7:58,true
1.02021E+11,,,,,chester_windsor1604043110@extex.org,,,,,Non-marketing contact,2/25/2025 7:58,true
1.02034E+11,,,,,harvey_pearson1222727439+104@twace.org,(+44) 4023 6273,,,,Non-marketing contact,2/25/2025 7:58,true
1.02022E+11,Tony,Yoman,,,tony_yoman399420729@nickia.com,(+44) 7387 0427,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Maxwell,Cox,,,maxwell_cox1324896772@bretoux.com,(+44) 2802 4146,,,,Non-marketing contact,2/25/2025 7:58,true
1.02022E+11,,,,,ethan_reynolds1948188016@fuliss.net,,,,,Non-marketing contact,2/25/2025 7:58,true
1.02022E+11,Eduardo,Glynn,,,eduardo_glynn1811301568+102@tonsy.org,(+44) 4534 8838,,,,Non-marketing contact,2/25/2025 7:58,true
1.01983E+11,Tara,Pearce,,,tara_pearce138014568@deavo.com,(+353) 3531 5516,,,,Non-marketing contact,2/25/2025 7:58,true
1.01983E+11,Owen,Roman,,,owen_roman401013994@gembat.biz,(+44) 2181 0451,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Harry,Rivers,,,harry_rivers1887988550@corti.com,(+44) 4458 7330,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Nate,Rosenbloom,,,nate_rosenbloom1423752631@mafthy.com,(+44) 7307 5128,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,,,,,eduardo_glynn1811301568+104@tonsy.org,(+44) 4534 8838,,,,Non-marketing contact,2/25/2025 7:58,true
1.02023E+11,Selena,Norris,,,selena_norris556294034@corti.com,(+44) 2783 4553,,,,Non-marketing contact,2/25/2025 7:58,true
1.02021E+11,Jack,Nobbs,,,jack_nobbs214667606+104@supunk.biz,(+44) 1043 5603,,,,Non-marketing contact,2/25/2025 7:58,true
1.01983E+11,Sebastian,Palmer,,,sebastian_palmer1437379138@liret.org,(+44) 6260 1527,,,,Non-marketing contact,2/25/2025 7:58,true
1.02021E+11,Mike,Moore,,,mike_moore1603122522@qater.org,(+353) 7862 2185,,,,Non-marketing contact,2/25/2025 7:58,true
1.02034E+11,,,,,michael_veale472491137+101@gembat.biz,,,,,Non-marketing contact,2/25/2025 7:58,true
1.02031E+11,Tess,Jacobs,,,tess_jacobs31666143@gembat.biz,(+353) 7655 6524,,,,Non-marketing contact,2/25/2025 7:58,true
1.02021E+11,,,,,julian_bell2037709199+101@bauros.biz,,,,,Non-marketing contact,2/25/2025 7:58,true
1.02009E+11,John,Patel,,,john_patel1386304439@irrepsy.com,(+353) 2127 2785,,,,Non-marketing contact,2/25/2025 7:58,true
1.01983E+11,Eduardo,Long,,,eduardo_long1683975626@bretoux.com,,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Percy,Miller,,,percy_miller365959080@guentu.biz,(+44) 4026 7250,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Mason,Redfern,,,mason_redfern1913258047+101@extex.org,(+44) 7348 0524,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Rufus,Quinton,,,rufus_quinton330097544@eirey.tech,(+44) 7748 8242,,,,Non-marketing contact,2/25/2025 7:58,true
1.02028E+11,,,,,eduardo_long1683975626+102@bretoux.com,,,,,Non-marketing contact,2/25/2025 7:58,true
1.02022E+11,Sebastian,Drake,,,sebastian_drake1221964593@irrepsy.com,(+353) 1288 3173,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Maxwell,Huggins,,,maxwell_huggins1862012399@sheye.org,(+353) 4617 0452,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,George,Radcliffe,,,george_radcliffe235655210@nanoff.biz,(+44) 5443 3844,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,Eduardo,Quinn,,,eduardo_quinn1602340966+102@famism.biz,,,,,Non-marketing contact,2/25/2025 7:58,true
1.02024E+11,Nancy,Taylor,,,nancy_taylor1747785890@infotech44.tech,(+353) 5464 8701,,,,Non-marketing contact,2/25/2025 7:58,true
1.02021E+11,,,,,nate_roth902590743+103@liret.org,,,,,Non-marketing contact,2/25/2025 7:58,true
1.01986E+11,,,,,eduardo_long1683975626+103@bretoux.com,(+353) 8508 4383,,,,Non-marketing contact,2/25/2025 7:58,true
1.01982E+11,,,,,eduardo_glynn1811301568+103@tonsy.org,(+44) 4534 8838,,,,Non-marketing contact,2/25/2025 7:58,true
1.02033E+11,,,,,george_radcliffe235655210+102@nanoff.biz,,,,,Non-marketing contact,2/25/2025 7:58,true
1.02031E+11,Percy,Long,,,percy_long1566439960@nimogy.biz,(+44) 8821 7570,,,,Non-marketing contact,2/25/2025 7:58,true
1.02021E+11,Sharon,Richardson,,,sharon_richardson657098315@famism.biz,(+353) 1341 6052,,,,Non-marketing contact,2/25/2025 7:58,true
1.02021E+11,Noah,Tanner,,,noah_tanner17953585+102@acrit.org,(+44) 1566 8608,,,,Non-marketing contact,2/25/2025 7:58,true
