Id,Street Address,Allowed To Collect,Checkbox,Country/Region,Createdate,First Name,Temporary ID,Industry,Lastmodifieddate,Last Name,Phone Number,Email,Training Create Date,Email Validation,Original Email,City,Extension
89926071620,"Comet House  Street, 7650",Yes,Yes,Ireland,2025-01-08,Carmella,89926071620,Fruit ; vegetables,2025-01-08,Nobbs,(+353) 2654 0347,carmella_nobbs1882795310@acrit.org,2021-11-04,Valid,,Waterford,ext 37
89931826998,"Linda   Pass, 9723",Yes,Yes,England,2025-01-08,Elisabeth,89931826998,Animal feeds,2025-01-08,Coates,(+44) 7537 0223,elisabeth_coates682584278@muall.tech,2021-08-14,Valid,,,ext 68
89922619492,"Castlereagh   Tunnel, 9693",Yes,Yes,Ireland,2025-01-08,Maxwell,89922619492,Bakery products,2025-01-08,Leslie,(+353) 5515 8458,maxwell_leslie578152891@qater.org,2021-12-18,Valid,,Dublin,ext 68
89923977037,"Dunstable   Road, 9518",Yes,Yes,Ireland,2025-01-08,John,89923977037,Milling,2025-01-08,Asher,(+353) 1556 7420,john_asher1176163272@ovock.tech,2021-06-09,Valid,,Limerick,ext 81
89923942478,"Queen Road, 8667",Yes,Yes,England,2025-01-08,Juliette,89923942478,Milling,2025-01-08,Sherwood,(+44) 6348 6418,juliette_sherwood1025881074@irrepsy.com,2021-11-19,Valid,,Plymouth,ext 68
89882836526,"Bethwin  Lane, 3056",Yes,Yes,Ireland,2025-01-08,Clint,89882836526,Meat,2025-01-08,Faulkner,(+353) 3320 2235,clint_faulkner205002604@joiniaa.com,2021-09-30,Valid,,Dublin,ext 47
89923927819,"Chestnut  Tunnel, 3600",Yes,Yes,England,2025-01-08,Danny,89923927819,Meat,2025-01-08,Murray,(+44) 5506 2830,danny_murray1724200115@ovock.tech,2021-11-03,Valid,,Plymouth,ext 7
89925020833,"Caxton  Boulevard, 6191",Yes,Yes,Ireland,2025-01-08,Elisabeth,89925020833,Dairy products,2025-01-08,Morley,(+353) 1707 5783,elisabeth_morley1543064936@yahoo.com,2021-11-04,Valid,,Waterford,ext 68
89929492329,"Belmore  Crossroad, 6085",Yes,Yes,England,2025-01-08,Alan,89929492329,Dairy products,2025-01-08,Gordon,(+44) 3123 4177,alan_gordon641997722@deavo.com,2021-06-27,Valid,,Plymouth,ext 66
89931298367,"Camley   Vale, 7558",Yes,Yes,England,2025-01-08,Meredith,89931298367,Bakery products,2025-01-08,Shea,(+44) 3327 1440,meredith_shea1843078083@eirey.tech,2021-10-22,Valid,,,ext 62
89922822058,"Camdale  Vale, 9951",Yes,Yes,Ireland,2025-01-08,Gil,89922822058,Fruit ; vegetables,2025-01-08,Leslie,(+353) 3440 0771,gil_leslie1987658426@eirey.tech,2021-09-19,Valid,,,ext 72
89923447078,"Bell    Vale, 3215",Yes,Yes,Ireland,2025-01-08,Eve,89923447078,Bakery products,2025-01-08,Stevenson,(+353) 3302 3386,eve_stevenson1733886860@iatim.tech,2021-10-26,Valid,,Waterford,ext 11
89931877287,"Fawn Pass, 9997",Yes,Yes,England,2025-01-08,Adela,89931877287,Milling,2025-01-08,John,(+44) 1132 3834,adela_john223504921@cispeto.com,2021-10-23,Valid,,Milton Keynes,ext 37
89925150241,"Canning  Alley, 442",Yes,Yes,England,2025-01-08,Cynthia,89925150241,Poultry ; fish,2025-01-08,Walsh,(+44) 3130 2116,cynthia_walsh1232695182@atink.com,2021-04-05,Valid,,Plymouth,ext 43
89925992583,"Castlereagh   Alley, 8020",Yes,Yes,Ireland,2025-01-08,Dakota,89925992583,Bakery products,2025-01-08,Hamilton,(+353) 5385 0811,dakota_hamilton209210588@infotech44.tech,2021-07-12,Valid,,,ext 4
89923852572,"Elba  Avenue, 210",Yes,Yes,England,2025-01-08,Sydney,89923852572,Meat,2025-01-08,Wilde,(+44) 4164 3076,sydney_wilde1591447379@mafthy.com,2021-06-18,Valid,,Winchester,ext 45
89900062897,"Longmoore   Street, 4650",Yes,Yes,Ireland,2025-01-08,Enoch,89900062897,Dairy products,2025-01-08,Davies,(+353) 8618 1878,enoch_davies1187443669@liret.org,2021-11-03,Valid,,,ext 42
89924859320,"Collingwood  Lane, 7643",Yes,Yes,England,2025-01-08,Noah,89924859320,Animal feeds,2025-01-08,Harris,(+44) 4652 2656,noah_harris1187628309@joiniaa.com,2021-03-20,Valid,,Plymouth,ext 56
89925000588,"Longmoore   Tunnel, 1709",Yes,Yes,England,2025-01-08,Rita,89925000588,Fruit ; vegetables,2025-01-08,Pitt,(+44) 5744 6547,rita_pitt1412762301@iatim.tech,2021-06-17,Valid,,Oxford,ext 35
89932287660,"Sherwood  Vale, 7152",Yes,Yes,England,2025-01-08,Rocco,89932287660,Fruit ; vegetables,2025-01-08,Palmer,(+44) 8134 0522,,2021-03-24,No Email,,Winchester,ext 64
89892590181,"Sheraton   Road, 9290",Yes,Yes,England,2025-01-08,Gabriel,89892590181,Dairy products,2025-01-08,Mould,(+44) 2437 1656,gabriel_mould809653900@cispeto.com,2021-05-26,Valid,,Oxford,ext 64
89911820586,"Abbey   Drive, 6994",Yes,Yes,England,2025-01-08,Anthony,89911820586,Animal feeds,2025-01-08,Dyson,(+44) 8852 6406,anthony_dyson620307582@deons.tech,2021-01-01,Valid,,,ext 30
89931035498,"Apostle  Rue, 4842",Yes,Yes,England,2025-01-08,Lara,89931035498,Meat,2025-01-08,Casey,(+44) 8758 2186,lara_casey686163944@gembat.biz,2021-01-19,Valid,,Plymouth,ext 62
89922619493,"Bagford   Grove, 2866",Yes,Yes,nada,2025-01-08,Bryon,89922619493,Dairy products,2025-01-08,James,,,2021-02-09,No Email,,,
89931893030,"Norland  Boulevard, 6623",Yes,Yes,England,2025-01-08,Abdul,89931893030,Dairy products,2025-01-08,Moore,(+44) 3126 0628,abdul_moore1486518155@sheye.org,2021-07-22,Valid,,Milton Keynes,ext 82
89901150578,"Battersea   Hill, 3105",Yes,Yes,Ireland,2025-01-08,Shay,89901150578,Milling,2025-01-08,Harvey,(+353) 6616 3486,shay_harvey1221186676@sheye.org,2021-05-16,Valid,,Cork,ext 31
89922872731,"East Lane, 5995",Yes,Yes,England,2025-01-08,Carol,89922872731,Animal feeds,2025-01-08,Walker,(+44) 335632 ,carol_walker889844@zorer.org,2021-12-25,Valid,,Plymouth,ext 88
89930411283,"Howard Avenue, 7009",Yes,Yes,Ireland,2025-01-08,Alexander,89930411283,Animal feeds,2025-01-08,Jacobs,(+353) 2351 8406,alexander_jacobs2038783248@elnee.tech,2021-10-07,Valid,,,ext 8
89931952495,"Hampden  Drive, 4781",Yes,Yes,England,2025-01-08,Alan,89931952495,Bakery products,2025-01-08,Reid,(+44) 5063 5876,alan_reid1285983135@muall.tech,2021-04-21,Valid,,Milton Keynes,ext 67
89923805493,"Caedmon  Alley, 9594",Yes,Yes,England,2025-01-08,Janice,89923805493,Milling,2025-01-08,Allington,(+44) 2414 5708,janice_allington1312776334@guentu.biz,2021-11-27,Valid,,Winchester,ext 32
89926296082,"Falconberg   Drive, 5698",Yes,Yes,Ireland,2025-01-08,Andie,89926296082,Milling,2025-01-08,Edler,(+353) 4483 1638,andie_edler1668569249@guentu.biz,2021-07-19,Valid,,,ext 65
89925150242,"Wake  Rue, 5071",Yes,Yes,Ireland,2025-01-08,Aiden,89925150242,Animal feeds,2025-01-08,Lee,(+353) 1512 3582,aiden_lee2007754163@zorer.org,2021-12-08,Valid,,Waterford,ext 94
89925160055,"Paris   Vale, 8307",Yes,Yes,England,2025-01-08,Alexander,89925160055,Fruit ; vegetables,2025-01-08,Rodgers,(+44) 2701 0544,alexander_rodgers330131514@supunk.biz,2021-03-07,Valid,,Winchester,ext 44
89926118221,"English   Drive, 879",Yes,Yes,England,2025-01-08,Alison,89926118221,Fruit ; vegetables,2025-01-08,Rowlands,(+44) 2653 3107,alison_rowlands599643336@qater.org,2021-11-26,Valid,,Milton Keynes,ext 55
89930396244,"Blackheath  Avenue, 7993",Yes,Yes,Ireland,2025-01-08,Helen,89930396244,Poultry ; fish,2025-01-08,Bennett,(+353) 7680 2776,helen_bennett1732872370@joiniaa.com,2021-01-27,Valid,,Waterford,ext 4
89922836881,"West Street, 3270",Yes,Yes,England,2025-01-08,Alex,89922836881,Poultry ; fish,2025-01-08,Mackenzie,(+44) 4523 5153,alex_mackenzie1844337164@joiniaa.com,2021-02-28,Valid,,Milton Keynes,ext 19
89924828713,"King Crossroad, 2733",Yes,Yes,Ireland,2025-01-08,Joy,89924828713,Fruit ; vegetables,2025-01-08,Middleton,(+353) 3267 7582,joy_middleton1961853746@typill.biz,2021-03-30,Valid,,Limerick,ext 54
89909954639,"Bayberry Hill, 6703",Yes,Yes,England,2025-01-08,Alan,89909954639,Bakery products,2025-01-08,Driscoll,(+44) 1003 6753,alan_driscoll372218762@deavo.com,2021-12-19,Valid,,Plymouth,ext 84
89924859321,"Charterhouse  Road, 9213",Yes,Yes,Ireland,2025-01-08,Alexander,89924859321,Bakery products,2025-01-08,Ross,(+353) 3775 5073,alexander_ross1072258803@nanoff.biz,2021-09-17,Valid,,Waterford,ext 87
89925695043,"Camden  Road, 181",Yes,Yes,Ireland,2025-01-08,Barney,89925695043,Fruit ; vegetables,2025-01-08,Cox,(+353) 1878 5220,barney_cox1446971684@nanoff.biz,2021-09-19,Valid,,,ext 20
89929187408,"Berry  Walk, 1353",Yes,Yes,England,2025-01-08,Benny,89929187408,Meat,2025-01-08,Emmott,(+44) 1836 3635,benny_emmott1874672352@famism.biz,2021-04-14,Valid,,,ext 71
89882990422,"Clissold  Road, 4950",Yes,Yes,nada,2025-01-08,Oliver,89882990422,Poultry ; fish,2025-01-08,Blackburn,,,2021-12-30,No Email,,,
89919436326,"Chapel  Rue, 8757",Yes,Yes,England,2025-01-08,Joseph,89919436326,Milling,2025-01-08,Morris,(+44) 4156 1723,joseph_morris1158662207@vetan.org,2021-08-06,Valid,,Milton Keynes,ext 4
89925160056,"Under  Avenue, 5569",Yes,Yes,England,2025-01-08,Alex,89925160056,Fruit ; vegetables,2025-01-08,Hope,(+44) 5034 0143,alex_hope1062028056@bretoux.com,2021-05-24,Valid,,Milton Keynes,ext 99
89917963625,"Badric  Grove, 6770",Yes,Yes,England,2025-01-08,Alan,89917963625,Milling,2025-01-08,Rodwell,(+44) 2554 4666,alan_rodwell232147670@joiniaa.com,2021-03-25,Valid,,Plymouth,ext 1
89931826999,"Birkenhead   Tunnel, 6229",Yes,Yes,Ireland,2025-01-08,Alexander,89931826999,Milling,2025-01-08,Flanders,(+353) 4474 7344,alexander_flanders1425749569@iatim.tech,2021-09-15,Valid,,Waterford,ext 2
89932086611,"Baylis  Way, 339",Yes,Yes,England,2025-01-08,Boris,89932086611,Bakery products,2025-01-08,Kidd,(+44) 2210 7128,boris_kidd1395019153@gmail.com,2021-06-17,Valid,,Oxford,ext 84
89923942479,"Apsley    Way, 4088",Yes,Yes,Ireland,2025-01-08,Alexander,89923942479,Milling,2025-01-08,Whitehouse,(+353) 3778 5807,alexander_whitehouse1244392118@grannar.com,2021-08-15,Valid,,Waterford,ext 75
89929961554,"Catherine  Route, 7340",Yes,Yes,England,2025-01-08,Gil,89929961554,Milling,2025-01-08,Parr,(+44) 4317 1803,gil_parr470816058@joiniaa.com,2021-10-07,Valid,,Plymouth,ext 32
89930179732,"Parkgate  Street, 5955",Yes,Yes,Ireland,2025-01-08,Abdul,89930179732,Bakery products,2025-01-08,Fox,(+353) 1471 0700,abdul_fox1689938287@mafthy.com,2021-07-12,Valid,,Dublin,ext 49
89902964802,"King Edward  Lane, 9836",Yes,Yes,England,2025-01-08,Benjamin,89902964802,Milling,2025-01-08,Harrison,(+44) 5407 6844,benjamin_harrison1467128919@deavo.com,2021-12-06,Valid,,,ext 13
89923821132,"Blackheath  Tunnel, 3479",Yes,Yes,Ireland,2025-01-08,Barry,89923821132,Meat,2025-01-08,Kerr,(+353) 7615 7528,barry_kerr2131042293@guentu.biz,2021-12-21,Valid,,Waterford,ext 18
89924844187,"Dyott   Tunnel, 6956",Yes,Yes,Ireland,2025-01-08,Ally,89924844187,Fruit ; vegetables,2025-01-08,Smith,(+353) 7606 6404,ally_smith1245998519@liret.org,2021-02-08,Valid,,Dublin,ext 20
89925035411,"Addison  Route, 9460",Yes,Yes,Ireland,2025-01-08,Barney,89925035411,Fruit ; vegetables,2025-01-08,Mcleod,(+353) 8325 0543,barney_mcleod1006202785@sveldo.biz,2021-07-16,Valid,,,ext 24
89929358090,"Magnolia Hill, 4680",Yes,Yes,Ireland,2025-01-08,Jocelyn,89929358090,Bakery products,2025-01-08,Purvis,(+353) 1648 2756,jocelyn_purvis1712352158@bretoux.com,2021-10-02,Valid,,Waterford,ext 63
89930396245,"Charterhouse  Road, 6041",Yes,Yes,Ireland,2025-01-08,Julius,89930396245,Dairy products,2025-01-08,Weasley,(+353) 2104 5624,julius_weasley397143705@extex.org,2021-09-12,Valid,,Limerick,ext 32
89931282302,"Abbey   Boulevard, 1649",Yes,Yes,Ireland,2025-01-08,Alba,89931282302,Bakery products,2025-01-08,Warner,(+353) 4350 3208,alba_warner1407189371@joiniaa.com,2021-10-01,Valid,,Limerick,ext 83
89931952496,"Bolton  Boulevard, 2104",Yes,Yes,Ireland,2025-01-08,Trisha,89931952496,Fruit ; vegetables,2025-01-08,Mcgee,(+353) 3708 2378,trisha_mcgee1437089615@naiker.biz,2021-04-11,Valid,,Waterford,ext 47
89924136472,"Oxford Vale, 2793",Yes,Yes,England,2025-01-08,Hayden,89924136472,Meat,2025-01-08,Garcia,(+44) 4820 2842,hayden_garcia274593560@yahoo.com,2021-03-27,Valid,,,ext 63
89919436327,"Hampden  Way, 8013",Yes,Yes,England,2025-01-08,Adalind,89919436327,Poultry ; fish,2025-01-08,Simpson,(+44) 8571 4607,adalind_simpson643660817@liret.org,2021-12-11,Valid,,Plymouth,ext 82
89922983286,"East Grove, 6465",Yes,Yes,nada,2025-01-08,Brad,89922983286,Milling,2025-01-08,Casey,,,2021-05-27,No Email,,,
89923852573,"Collent   Avenue, 4130",Yes,Yes,Ireland,2025-01-08,Tara,89923852573,Poultry ; fish,2025-01-08,Moss,(+353) 1500 3717,tara_moss231344184@deons.tech,2021-08-04,Valid,,Limerick,ext 18
89925842193,"Coal Wharf  Boulevard, 3067",Yes,Yes,England,2025-01-08,Alan,89925842193,Poultry ; fish,2025-01-08,Jackson,(+44) 6474 1430,alan_jackson1539276537@bungar.biz,2021-07-23,Valid,,Winchester,ext 54
89922872730,"Jackson Rue, 4442",Yes,Yes,Ireland,2025-01-08,Alexia,89922872730,Fruit ; vegetables,2025-01-08,Hudson,(+353) 3404 7331,alexia_hudson442485398@ubusive.com,2021-01-24,Valid,,,ext 81
89924136473,"Elba  Hill, 5664",Yes,Yes,Ireland,2025-01-08,Alan,89924136473,Dairy products,2025-01-08,Shaw,(+353) 7384 1261,alan_shaw242184142@infotech44.tech,2021-06-01,Valid,,Limerick,ext 60
89924699058,"King Edward  Tunnel, 178",Yes,Yes,Ireland,2025-01-08,Caleb,89924699058,Animal feeds,2025-01-08,Raven,(+353) 3214 5448,caleb_raven1998697382@ovock.tech,2021-01-30,Valid,,,ext 51
89930378605,"Eldon  Lane, 7122",Yes,Yes,Ireland,2025-01-08,Tyson,89930378605,Meat,2025-01-08,Newman,(+353) 8350 2738,,2021-02-02,No Email,,Limerick,ext 83
89892117624,"Cloth  Route, 1399",Yes,Yes,Ireland,2025-01-08,Beatrice,89892117624,Meat,2025-01-08,Rose,(+353) 7510 5715,beatrice_rose1279561086@vetan.org,2021-08-19,Valid,,Cork,ext 32
89924844188,"Anns  Vale, 5005",Yes,Yes,England,2025-01-08,Benny,89924844188,Fruit ; vegetables,2025-01-08,Graham,(+44) 7552 4028,benny_graham652848051@twace.org,2021-01-03,Valid,,Milton Keynes,ext 51
89910465597,"Baylis  Avenue, 8904",Yes,Yes,Ireland,2025-01-08,Audrey,89910465597,Dairy products,2025-01-08,Owen,(+353) 6707643 ,audrey_owen816475873@iatim.tech,2021-02-25,Valid,,Limerick,ext 41
89922428339,"Clarks  Street, 3766",Yes,Yes,England,2025-01-08,Gwenyth,89922428339,Bakery products,2025-01-08,Bentley,(+44) 7064 0360,gwenyth_bentley1852379824@vetan.org,2021-05-06,Valid,,,ext 53
89923447079,"Bicknell  Rue, 5570",Yes,Yes,Ireland,2025-01-08,Benjamin,89923447079,Fruit ; vegetables,2025-01-08,Needham,(+353) 6566 8361,benjamin_needham1149120584@supunk.biz,2021-07-07,Valid,,Cork,ext 24
89900742225,"Kinglake  Grove, 4718",Yes,Yes,Ireland,2025-01-08,Barney,89900742225,Bakery products,2025-01-08,Cox,(+353) 4406 1555,barney_cox237234288@womeona.net,2021-11-12,Valid,,Cork,ext 26
89924844189,"Thomas More   Route, 6559",Yes,Yes,Ireland,2025-01-08,Emma,89924844189,Animal feeds,2025-01-08,Thorne,(+353) 6357 6280,emma_thorne517653489@gembat.biz,2021-07-05,Valid,,Cork,ext 21
89931861352,"Chamberlain  Tunnel, 409",Yes,Yes,England,2025-01-08,Alexander,89931861352,Dairy products,2025-01-08,Rodgers,(+44) 6801 5543,alexander_rodgers575302471@iatim.tech,2021-10-22,Valid,,Milton Keynes,ext 81
89923805494,"Clifton  Vale, 9836",Yes,Yes,Ireland,2025-01-08,Alex,89923805494,Poultry ; fish,2025-01-08,Mackenzie,(+353) 5437 2007,alex_mackenzie1149410560@acrit.org,2021-09-01,Valid,,Limerick,ext 71
89923835997,"Apothecary   Street, 7027",Yes,Yes,Ireland,2025-01-08,Emery,89923835997,Bakery products,2025-01-08,Campbell,(+353) 7657 3084,emery_campbell237332452@iatim.tech,2021-09-16,Valid,,Cork,ext 75
89924010145,"Virgil   Route, 106",Yes,Yes,England,2025-01-08,Camellia,89924010145,Dairy products,2025-01-08,Whittle,(+44) 7030 1178,camellia_whittle2106195475@atink.com,2021-06-01,Valid,,Winchester,ext 62
89924115462,"Bective  Road, 7479",Yes,Yes,England,2025-01-08,Alba,89924115462,Meat,2025-01-08,Graham,(+44) 5185 0570,alba_graham1855117075@typill.biz,2021-03-23,Valid,,Plymouth,ext 46
89925160057,"Bingham   Vale, 2258",Yes,Yes,England,2025-01-08,Bart,89925160057,Poultry ; fish,2025-01-08,Murray,(+44) 7430 1744,bart_murray534629352@atink.com,2021-11-19,Valid,,,ext 90
89929640335,"Becklow  Crossroad, 7127",Yes,Yes,England,2025-01-08,Barney,89929640335,Poultry ; fish,2025-01-08,Amstead,(+44) 7048 1338,barney_amstead684251970@bretoux.com,2021-03-19,Valid,,Oxford,ext 60
89931298368,"South Grove, 719",Yes,Yes,Ireland,2025-01-08,Alan,89931298368,Dairy products,2025-01-08,Reid,(+353) 3773 5460,alan_reid1499815235@twace.org,2021-09-29,Valid,,Dublin,ext 75
89922428340,"Bermondsey    Grove, 7278",Yes,Yes,England,2025-01-08,Benny,89922428340,Poultry ; fish,2025-01-08,Thompson,(+44) 4011 4034,benny_thompson1635447040@bretoux.com,2021-05-07,Valid,,,ext 98
89930411284,"Fairview Street, 3626",Yes,Yes,England,2025-01-08,Alexa,89930411284,Milling,2025-01-08,Simpson,(+44) 7177 6827,alexa_simpson661720920@deavo.com,2021-03-30,Valid,,Plymouth,ext 77
89931893031,"Angrave    Drive, 8195",Yes,Yes,England,2025-01-08,Benny,89931893031,Poultry ; fish,2025-01-08,Thorpe,(+44) 4485 5517,benny_thorpe1656718772@deons.tech,2021-01-29,Valid,,,ext 42
89917963626,"Chelsea Manor  Alley, 748",Yes,Yes,Ireland,2025-01-08,Barry,89917963626,Fruit ; vegetables,2025-01-08,Ross,(+353) 7717 6308,barry_ross72012784@atink.com,2021-03-22,Valid,,Dublin,ext 73
89925710931,"Burton  Alley, 5931",Yes,Yes,Ireland,2025-01-08,Benny,89925710931,Bakery products,2025-01-08,Powell,(+353) 8255 4661,benny_powell288087861@atink.com,2021-01-31,Valid,,,ext 65
89929539240,"Central  Crossroad, 1937",Yes,Yes,Ireland,2025-01-08,Benjamin,89929539240,Poultry ; fish,2025-01-08,Mullins,(+353) 6284 8272,benjamin_mullins2019188278@sheye.org,2021-12-06,Valid,,,ext 79
89925130269,"Endsleigh  Road, 5909",Yes,Yes,England,2025-01-08,Bart,89925130269,Animal feeds,2025-01-08,Marshall,(+44) 5405 0563,bart_marshall1615503686@eirey.tech,2021-04-06,Valid,,London,ext 83
89923805495,"Beaconsfield  Rue, 9014",Yes,Yes,Ireland,2025-01-08,Penelope,89923805495,Poultry ; fish,2025-01-08,Wade,(+353) 6524 2428,penelope_wade506312692@atink.com,2021-05-02,Valid,,Cork,ext 17
89923821133,"Kimberley  Pass, 3455",Yes,Yes,England,2025-01-08,Gina,89923821133,Bakery products,2025-01-08,Weasley,(+44) 6057 2734,gina_weasley83573127@naiker.biz,2021-10-02,Valid,,Plymouth,ext 66
89924115464,"Spruce Way, 1202",Yes,Yes,England,2025-01-08,Lillian,89924115464,Bakery products,2025-01-08,Thomson,(+44) 3066 7434,lillian_thomson548119182@guentu.biz,2021-11-02,Valid,,London,ext 55
89924844190,"Arbutus   Hill, 4457",Yes,Yes,Ireland,2025-01-08,Domenic,89924844190,Meat,2025-01-08,Yard,(+353) 7180 4815,domenic_yard1816319925@tonsy.org,2021-03-26,Valid,,Dublin,ext 56
89930411285,"Howard Avenue, 7590",Yes,Yes,England,2025-01-08,Enoch,89930411285,Animal feeds,2025-01-08,Rose,(+44) 4856 5833,enoch_rose383396806@jiman.org,2021-10-03,Valid,,Milton Keynes,ext 78
89922428341,"Ashley Rue, 1223",Yes,Yes,Ireland,2025-01-08,Laila,89922428341,Poultry ; fish,2025-01-08,May,(+353) 6463 8222,laila_may1587175187@bauros.biz,2021-07-27,Valid,,Limerick,ext 18
89922836883,"Calderwood   Way, 7333",Yes,Yes,Ireland,2025-01-08,Renee,89922836883,Milling,2025-01-08,Adams,(+353) 4366 8862,renee_adams1482523759@gompie.com,2021-01-06,Valid,,Cork,ext 65
89923942480,"Oxford Vale, 9496",Yes,Yes,Ireland,2025-01-08,Winnie,89923942480,Fruit ; vegetables,2025-01-08,Olson,(+353) 6486 7210,winnie_olson1523648277@tonsy.org,2021-07-25,Valid,,Dublin,ext 47
89902964803,"Canal  Street, 3482",Yes,Yes,England,2025-01-08,Rufus,89902964803,Meat,2025-01-08,Ingram,(+44) 1084 0823,rufus_ingram1356978145@cispeto.com,2021-03-09,Valid,,Winchester,ext 70
89922060553,"Balham   Rue, 7990",Yes,Yes,Ireland,2025-01-08,Teagan,89922060553,Animal feeds,2025-01-08,Hardwick,(+353) 8804 3456,teagan_hardwick106942017@corti.com,2021-11-27,Valid,,Waterford,ext 70
89922872732,"Rivervalley Hill, 1888",Yes,Yes,England,2025-01-08,Jaylene,89922872732,Animal feeds,2025-01-08,Douglas,(+44) 1533 5513,jaylene_douglas1917358041@gompie.com,2021-11-05,Valid,,Winchester,ext 91
89929640336,"Unwin  Hill, 3748",Yes,Yes,Ireland,2025-01-08,Gabriel,89929640336,Meat,2025-01-08,Wren,(+353) 7763 4655,gabriel_wren1510819758@corti.com,2021-07-11,Valid,,Limerick,ext 60
89932287661,"Cleaver Crossroad, 3832",Yes,Yes,England,2025-01-08,Miriam,89932287661,Animal feeds,2025-01-08,Dubois,(+44) 3856 1075,miriam_dubois1313153459@womeona.net,2021-10-12,Valid,,Plymouth,ext 25
89881198479,"Canon Drive, 3321",Yes,Yes,England,2025-01-08,Hannah,89881198479,Meat,2025-01-08,Larsen,(+44) 8751 3818,hannah_larsen590931225@ovock.tech,2021-04-20,Valid,,Oxford,ext 27
89922822059,"Ernest  Rue, 2379",Yes,Yes,Ireland,2025-01-08,Cristal,89922822059,Animal feeds,2025-01-08,Dwyer,(+353) 1885 0605,cristal_dwyer781548480@deons.tech,2021-02-18,Valid,,,ext 40
89922888823,"Dunstans  Hill, 6750",Yes,Yes,Ireland,2025-01-08,Leilani,89922888823,Dairy products,2025-01-08,Simmons,(+353) 7513 1244,leilani_simmons47506130@acrit.org,2021-03-07,Valid,,Dublin,ext 92
89925695044,"Fieldstone Road, 877",Yes,Yes,England,2025-01-08,Adina,89925695044,Meat,2025-01-08,Samuel,(+44) 8140 0276,adina_samuel986478129@brety.org,2021-06-25,Valid,,Winchester,ext 24
89926118222,"Woodland Avenue, 3104",Yes,Yes,England,2025-01-08,Chad,89926118222,Dairy products,2025-01-08,Mitchell,(+44) 2010 7623,chad_mitchell2078517571@qater.org,2021-10-14,Valid,,London,ext 19
89926118223,"Cliffords  Route, 2809",Yes,Yes,Ireland,2025-01-08,Monica,89926118223,Milling,2025-01-08,Holmes,(+353) 3766 4644,monica_holmes233837896@jiman.org,2021-10-06,Valid,,Limerick,ext 16
89932071309,"Virginia Lane, 7272",Yes,Yes,Ireland,2025-01-08,Lily,89932071309,Bakery products,2025-01-08,Daniells,(+353) 7010 7330,lily_daniells128867383@typill.biz,2021-02-12,Valid,,Waterford,ext 83
